School,Email,Region,City,Phone,Website,Source,Notes
Evangelische Grundschule Grumbach,sekretariat.egg@evsig.de,Sachsen,Grumbach,+493520448601,https://www.evangelische-grundschule-grumbach.de,LV Sachsen (montessori-sachsen.de),
Kita Pusteblume,info@kita-pusteblume.blankenfelde-mahlow.de,Brandenburg,Blankenfelde-Mahlow,03379 372042,http://www.kita-pusteblume-blankenfelde-mahlow.de,LV Berlin-Brandenburg (montessori-bb.de),
Die Kraniche Montessori-Naturschule,info@kraniche-naturschule.de,Brandenburg,Am Mellensee OT Rehagen,,https://www.kraniche-naturschule.de,LV Berlin-Brandenburg (montessori-bb.de),
Montessori Kinderladen Wedding e.V.,kasse@montessori-kinderladen.de,Berlin,Berlin,015223181905,http://www.montessori-kinderladen.de,LV Berlin-Brandenburg (montessori-bb.de),
1. Chemnitzer Montessori-Kinderhaus,kontakt@vs-chemnitz.de,Sachsen,Chemnitz,037171105,https://www.erstes-montessori-kinderhaus.de,LV Sachsen (montessori-sachsen.de),
Freie Schule Güstrow e.V.,info@freie-schule-guestrow.de,Mecklenburg-Vorpommern,Güstrow,,https://freieschuleguestrow.wordpress.com,LV Berlin-Brandenburg (montessori-bb.de),
Montessori Verein Berlin Dahlem e.V. (Montessori Preschool),info@montessori-preschool-berlin.de,Berlin,Berlin,,https://www.montessori-preschool-berlin.de,LV Berlin-Brandenburg (montessori-bb.de),
Montessori-Kinderhaus Potsdam,info@montessori-kinderhaus-potsdam.de,Brandenburg,Potsdam,+493316204430,http://www.montessori-kinderhaus-potsdam.de,LV Berlin-Brandenburg (montessori-bb.de),
Bischöfliches Montessori-Schulzentrum Leipzig,schulverein@montessori-leipzig.de,Sachsen,Leipzig,0341 4157070,http://www.montessori-leipzig.de,LV Sachsen (montessori-sachsen.de),email = Schulverein; GS+OS+Gymnasium
Montessori e.V. Leipzig Villa Kunterbunt,post@montessori-kita-leipzig.de,Sachsen,Leipzig,0341 6880549,http://www.montessori-kita-leipzig.de,LV Sachsen (montessori-sachsen.de),Kita
Evangelische Schulgemeinschaft Erzgebirge,schulverein@ege-annaberg.de,Sachsen,Annaberg-Buchholz,03733 5067750,http://www.ege-annaberg.de,LV Sachsen (montessori-sachsen.de),Gymnasium + Oberschule
Katholisches Kinderhaus Bautzen,verein@montessori-bautzen.de,Sachsen,Bautzen,03591 491188,http://www.montessori-bautzen.de,LV Sachsen (montessori-sachsen.de),email via Förderverein
Maria-Montessori-Grundschule Bautzen,verein@montessori-bautzen.de,Sachsen,Bautzen,03591 607870,http://www.montessori-bautzen.de,LV Sachsen (montessori-sachsen.de),email via Förderverein
SRH Montessori-Schulen Dresden,schule@kilaloma.de,Sachsen,Dresden,0351 2050100,https://www.bbw-dresden.de,LV Sachsen (montessori-sachsen.de),GS + Hort
Montessori-Kinderhaus Spatzennest am Birkenwäldchen,mail@montessori-goerlitz.de,Sachsen,Görlitz,03581 765640,https://verein.montessori-goerlitz.de,LV Sachsen (montessori-sachsen.de),email via Förderverein
Kinderkrippe Haus der kleinen Hände,mail@montessori-goerlitz.de,Sachsen,Görlitz,03581 6490161,https://verein.montessori-goerlitz.de,LV Sachsen (montessori-sachsen.de),email via Förderverein; Krippe
Freie Gemeinschaftliche Schule Maria Montessori Freiberg,volker.didzioneit@fgs-freiberg.de,Sachsen,Freiberg,03731 300730,http://www.fgs-freiberg.de,LV Sachsen (montessori-sachsen.de),
Evangelische Montessori Grundschule Plauen,kontakt@montessori-plauen.de,Sachsen,Plauen,03741 403135,http://www.montessori-plauen.de,LV Sachsen (montessori-sachsen.de),
Evangelische Montessori Oberschule Plauen,kontakt@montessori-plauen.de,Sachsen,Plauen,03741 3831750,http://www.montessori-plauen.de,LV Sachsen (montessori-sachsen.de),
Evangelisches Montessori Berufsgymnasium Plauen,kontakt@montessori-plauen.de,Sachsen,Plauen,03741 3831752,http://www.montessori-plauen.de,LV Sachsen (montessori-sachsen.de),
mein montessori Grundschule und Hort Thalheim,kontakt@meinmontessori.de,Sachsen,Thalheim,,https://meinmontessori.de,LV Sachsen (montessori-sachsen.de),Träger Montessori Schulen Chemnitz und Thalheim GmbH
mein montessori Grundschule und Hort Chemnitz Stelzendorf,kontakt@meinmontessori.de,Sachsen,Chemnitz,,https://meinmontessori.de,LV Sachsen (montessori-sachsen.de),Träger Montessori Schulen Chemnitz und Thalheim GmbH
Montessori Campus Sächsische Schweiz-Osterzgebirge,info@lebenshilfe-soe.de,Sachsen,Pirna,,https://montessori-campus-soe.de,LV Sachsen (montessori-sachsen.de),GS + Hort
Montessori Kinderhaus Sonnenschein (AWO Kinderwelt),kita-sonnenschein@awo-kinderwelt.de,Sachsen,Grimma,03437 927020,http://www.awo-kinderwelt.de,LV Sachsen (montessori-sachsen.de),
Evangelische Johannesschule Saalfeld,info@johannesschule-saalfeld.de,Thüringen,Saalfeld,03671-457274,,LV Thüringen (montessori-thueringen.de),Schule; LV-Liste (Montessori-Bezug)
"Freie Integrative Gemeinschaftsschule ""Friedrich W.A. Fröbel""",j.dathe@jugendsozialwerk.de,Thüringen,Rudolstadt OT Keilhau,03672-46960,,LV Thüringen (montessori-thueringen.de),Schule; LV-Liste (Montessori-Bezug)
Pfortener Schule Gera,info@pfortener-schule.de,Thüringen,Gera,0365-35030,,LV Thüringen (montessori-thueringen.de),Staatl. Grundschule; LV-Liste (Montessori-Bezug)
"Freie Reformschule ""Franz von Assisi""",sekretariat@assisi-schule.de,Thüringen,Ilmenau,03677-689780,,LV Thüringen (montessori-thueringen.de),Schule; LV-Liste (Montessori-Bezug)
Aktivschule Erfurt,info@aktivschule-erfurt.de,Thüringen,Erfurt,0361-6609020,,LV Thüringen (montessori-thueringen.de),Schule; LV-Liste (Montessori-Bezug)
"Förderzentrum ""Janusz Korczak""",schulleitung@muehlhaeuser-werkstaetten.de,Thüringen,Weinbergen OT Höngeda,03601-8888200,,LV Thüringen (montessori-thueringen.de),Förderzentrum; LV-Liste (Montessori-Bezug)
Montessorischule Jena,petra.prausse@schule.thueringen.de,Thüringen,Jena,03641 424323,,LV Thüringen (montessori-thueringen.de),Schule; LV-Liste (Montessori-Bezug)
"Finneck-Grundschule ""Maria Martha""",schule@stiftung-finneck.de,Thüringen,Rastenberg,036377-829110,,LV Thüringen (montessori-thueringen.de),Grundschule; LV-Liste (Montessori-Bezug)
Staatliche Grundschule Pößneck,info@grundschule-poessneck.de,Thüringen,Pößneck,03647-415169,,LV Thüringen (montessori-thueringen.de),Grundschule; LV-Liste (Montessori-Bezug)
Marco Polo Grundschule (Montessori-Zweig),NOT_FOUND,Thüringen,Saalfeld,03671-531160,,LV Thüringen (montessori-thueringen.de),LV-Liste (Montessori-Bezug); kein E-Mail in LV-Liste
"Montessori-Ganztagsgrundschule ""Kleeblatt""",info@montessorischule-beuren.de,Thüringen,Leinefelde OT Beuren,03605-542875,,LV Thüringen (montessori-thueringen.de),Grundschule; LV-Liste (Montessori-Bezug)
"Staatliches regionales Förderzentrum ""Dr. Hans Vogel""",fz.hans-vogel@schulen-ilmkreis.de,Thüringen,Ilmenau,03677-202315,,LV Thüringen (montessori-thueringen.de),Förderzentrum; LV-Liste (Montessori-Bezug)
Emil-Petri-Schule Marienstift Arnstadt,fz.marienstift@t-online.de,Thüringen,Arnstadt,03628-66390,,LV Thüringen (montessori-thueringen.de),Förderzentrum; LV-Liste (Montessori-Bezug)
"Montessori-Integrationsschule Nohra ""Theodor Hellbrügge""",mail@montessori-nohra.de,Thüringen,Nohra,03643-490038,,LV Thüringen (montessori-thueringen.de),Schule; LV-Liste (Montessori-Bezug)
Aktivschule Emleben,info@aktivschule.de,Thüringen,Emleben (Gotha),03621-423181,,LV Thüringen (montessori-thueringen.de),Schule; LV-Liste (Montessori-Bezug)
Weidenschule Schmalkalden,info@weidenschule.de,Thüringen,Schmalkalden,036836-098808,,LV Thüringen (montessori-thueringen.de),Schule; LV-Liste (Montessori-Bezug)
Evangelische Gemeinschaftsschule Erfurt,info@evangelische-gemeinschaftsschule-erfurt.de,Thüringen,Erfurt,0361-64456380,,LV Thüringen (montessori-thueringen.de),Schule; LV-Liste (Montessori-Bezug)
Montessori Grundschule Nordhausen,montessori@jugendsozialwerk.de,Thüringen,Nordhausen,03631-983656,,LV Thüringen (montessori-thueringen.de),Grundschule; LV-Liste (Montessori-Bezug)
Regenbogenschule Altenburg,regenbogenschule.abg@gmx.de,Thüringen,Altenburg,03447-861806,,LV Thüringen (montessori-thueringen.de),Förderzentrum; LV-Liste (Montessori-Bezug)
"Kindertagesstätte ""Spatzennest"" Sonneberg",kita-spatzennest@stadt-son.de,Thüringen,Sonneberg,03675-702618,,LV Thüringen (montessori-thueringen.de),Kita; LV-Liste (Montessori-Bezug)
"Montessori Kinderhaus ""Schlüsselblume""",anke.weiland@awo-saalfeld.de,Thüringen,Saalfeld,03671-513074,,LV Thüringen (montessori-thueringen.de),Kinderhaus; LV-Liste (Montessori-Bezug)
"Kindertagesstätte ""St. Vinzenz""",st.vinzenz-erfurt@st-martin-caritas.de,Thüringen,Erfurt,0361-66011591,,LV Thüringen (montessori-thueringen.de),Kita; LV-Liste (Montessori-Bezug)
Montessori Kinderhaus Nordhausen,montessori@jugendsozialwerk.de,Thüringen,Nordhausen,03631-973609,,LV Thüringen (montessori-thueringen.de),Kinderhaus; LV-Liste (Montessori-Bezug)
Montessori-Kinderhaus Gotha,montessori-kinderhaus@gotha.de,Thüringen,Gotha,03621-736555,,LV Thüringen (montessori-thueringen.de),Kinderhaus; LV-Liste (Montessori-Bezug)
Montessori-Kita Kindersegen,jerchel@ms-arn.de,Thüringen,Arnstadt,03628-5849704,,LV Thüringen (montessori-thueringen.de),Kita; LV-Liste (Montessori-Bezug)
"Kita ""Villa Lustig"" Weimar",NOT_FOUND,Thüringen,Weimar,03643-904473,,LV Thüringen (montessori-thueringen.de),LV-Liste (Montessori-Bezug); kein E-Mail in LV-Liste
"Kindertagesstätte ""Wirbelwind"" Lehndorf",kita.lehndorf@gemeinde-nobitz.de,Thüringen,Nobitz,03447-315710,,LV Thüringen (montessori-thueringen.de),Kita; LV-Liste (Montessori-Bezug)
"Kindertagesstätte Monstab ""Krümelkiste""",kruemelkiste.monstab@gmx.de,Thüringen,Monstab,034498-22581,,LV Thüringen (montessori-thueringen.de),Kita; LV-Liste (Montessori-Bezug)
"Kita ""Sonnenland"" Saalfeld",NOT_FOUND,Thüringen,Saalfeld,03671-2320,,LV Thüringen (montessori-thueringen.de),LV-Liste (Montessori-Bezug); kein E-Mail in LV-Liste
"Montessori-Kinderhaus ""Spatzennest"" Bucha",denise.marx@awo-saalfeld.de,Thüringen,Unterwellenborn,036732-22264,,LV Thüringen (montessori-thueringen.de),Kinderhaus; LV-Liste (Montessori-Bezug)
"Kita ""Knirpsenland"" Pößneck",NOT_FOUND,Thüringen,Pößneck,03647-412140,,LV Thüringen (montessori-thueringen.de),LV-Liste (Montessori-Bezug); kein E-Mail in LV-Liste
"Montessori-Kinderhaus ""Frohes Leben""",mkh-gera@ifap-apolda.de,Thüringen,Gera,0365-31221,,LV Thüringen (montessori-thueringen.de),Kinderhaus; LV-Liste (Montessori-Bezug)
"Montessorihaus ""Zwergenland""",zwergenland@awo-shk.de,Thüringen,Eisenberg,036691-25380,,LV Thüringen (montessori-thueringen.de),Kinderhaus; LV-Liste (Montessori-Bezug)
"Montessori-Kinderhaus ""Sausewind""",mkh-buergel@ifap-apolda.de,Thüringen,Bürgel,036692-36295,,LV Thüringen (montessori-thueringen.de),Kinderhaus; LV-Liste (Montessori-Bezug)
"Kita ""Kleine Forscher"" Jena",kleine.forscher@jena.de,Thüringen,Jena,03641-224055,,LV Thüringen (montessori-thueringen.de),Kita; LV-Liste (Montessori-Bezug)
"Montessori-Kita ""Munketal""",montessorikita.munketal@jena.de,Thüringen,Jena,03641-424232,,LV Thüringen (montessori-thueringen.de),Kita; LV-Liste (Montessori-Bezug)
"Integrative Kita ""Glühwürmchen""",ike.ebersdorf@christopherushof.de,Thüringen,Saalburg-Ebersdorf,036651-69193,,LV Thüringen (montessori-thueringen.de),Kita; LV-Liste (Montessori-Bezug)
Kindergarten Neuer Weg e.V.,NOT_FOUND,Thüringen,Greiz,03661-2724,,LV Thüringen (montessori-thueringen.de),LV-Liste (Montessori-Bezug); kein E-Mail in LV-Liste
"Montessori-Kinderhaus ""Am Elsterufer""",NOT_FOUND,Thüringen,Greiz,03661-4588470,,LV Thüringen (montessori-thueringen.de),LV-Liste (Montessori-Bezug); kein E-Mail in LV-Liste
"Integrative Kita ""Schwalbennest""",kita-schwalbennest@t-online.de,Thüringen,Heilbad Heiligenstadt,03606-601553,,LV Thüringen (montessori-thueringen.de),Kita; LV-Liste (Montessori-Bezug)
"Bergkindergarten ""St. Bonifacius""",a.pukatzki@smmp.de,Thüringen,Heilbad Heiligenstadt,03606-673250,,LV Thüringen (montessori-thueringen.de),Kita; LV-Liste (Montessori-Bezug)
"Kindertageseinrichtung ""Köppelsdorfer Kinderwelt""",koeppelsdorfer-kinderwelt@diakoniewerk-son-hbn.de,Thüringen,Sonneberg,03675-4295110,,LV Thüringen (montessori-thueringen.de),Kita; LV-Liste (Montessori-Bezug)
Kindergarten Waisaspatzen,kindergarten-crock@t-online.de,Thüringen,Auengrund OT Crock,03686-322366,,LV Thüringen (montessori-thueringen.de),Kita; LV-Liste (Montessori-Bezug)
Montessori Kinderhaus Schmiedefeld,NOT_FOUND,Thüringen,Schmiedefeld,036701-61085,,LV Thüringen (montessori-thueringen.de),LV-Liste (Montessori-Bezug); kein E-Mail in LV-Liste
Montessori-Integrative-Kindertagesstätte Erfurt,kita@montessori-erfurt.de,Thüringen,Erfurt,0361-7814855,,LV Thüringen (montessori-thueringen.de),Kita; LV-Liste (Montessori-Bezug)
Montessori-Integrative-Kinderkrippe Erfurt,krippe@montessori-erfurt.de,Thüringen,Erfurt,0361-7814880,,LV Thüringen (montessori-thueringen.de),Krippe; LV-Liste (Montessori-Bezug)
"Integrative Kita ""Käferland""",NOT_FOUND,Thüringen,Arnstadt,03628-48123,,LV Thüringen (montessori-thueringen.de),LV-Liste (Montessori-Bezug); kein E-Mail in LV-Liste
"Evangelische Kindertagesstätte ""Johannes Falk""",kita.johannesfalk@diakonie-wl.de,Thüringen,Weimar,03643-513235,,LV Thüringen (montessori-thueringen.de),Kita; LV-Liste (Montessori-Bezug)
"Montessori-Kinderhaus ""Nohraer Spatzen""",mkh-nohra@ifap-apolda.de,Thüringen,Nohra,03643-491776,,LV Thüringen (montessori-thueringen.de),Kinderhaus; LV-Liste (Montessori-Bezug)
"Montessori-Kinderhaus ""Emsenknirpse""",mkh-basu@ifap-apolda.de,Thüringen,Bad Sulza,036461-20307,,LV Thüringen (montessori-thueringen.de),Kinderhaus; LV-Liste (Montessori-Bezug)
Montessori-Kinderhaus Reumontstraße,kita-reumontstr@mail.aachen.de,Nordrhein-Westfalen,Aachen,0241/25432,,Aachener Montessori Forum (aachener-montessori-forum.de),Städt. Kita
Montessori-Kinderhaus Mataréstraße,kita-matarestr@mail.aachen.de,Nordrhein-Westfalen,Aachen,0241/402344,,Aachener Montessori Forum (aachener-montessori-forum.de),Städt. Kita
Montessori-Kinderhaus Kaiserstraße,kita-kaiserstr@mail.aachen.de,Nordrhein-Westfalen,Aachen,0241/554349,,Aachener Montessori Forum (aachener-montessori-forum.de),Städt. Kita (Eilendorf)
Gartenkinder Hangeweiher,gartenkinderhangeweiher@gmail.com,Nordrhein-Westfalen,Aachen,0241/76671,,Aachener Montessori Forum (aachener-montessori-forum.de),Kita U3
Städt. Kita Nerscheider Weg,kita-nerscheiderweg@mail.aachen.de,Nordrhein-Westfalen,Aachen,02408/6429,,Aachener Montessori Forum (aachener-montessori-forum.de),Städt. Kita (Schleckheim)
Montessori Kita St. Sebastian,pro-futura.kita-sebastian@bistum-aachen.de,Nordrhein-Westfalen,Aachen,0241/81458,,Aachener Montessori Forum (aachener-montessori-forum.de),Kath. Kita
Montessori Kita St. Hubertus,pro-futura.kita-hubertus-aachen@bistum-aachen.de,Nordrhein-Westfalen,Aachen,0241/71168,,Aachener Montessori Forum (aachener-montessori-forum.de),Kath. Kita
Montessori Kita St. Adalbert,kinderhaus-adalbert@franziska-aachen.de,Nordrhein-Westfalen,Aachen,0241/509176,,Aachener Montessori Forum (aachener-montessori-forum.de),Kath. Kita
Montessori Kita St. Fronleichnam,pro-futura.kita-fronleichnam@bistum-aachen.de,Nordrhein-Westfalen,Aachen,0241/504473,,Aachener Montessori Forum (aachener-montessori-forum.de),Kath. Kita + Familienzentrum
Montessori Kita Burtscheid,montessori@zfsa.de,Nordrhein-Westfalen,Aachen,0241/6090791,,Aachener Montessori Forum (aachener-montessori-forum.de),Kita + Familienzentrum
Montessori Kinderhaus Laurentiusstraße,kita-laurentiusstr@mail.aachen.de,Nordrhein-Westfalen,Aachen,0241/173422,,Aachener Montessori Forum (aachener-montessori-forum.de),Städt. Kita + Familienzentrum
Montessori Kita St. Kornelius (Kita Pauline),kita.st-kornelius@himmelsleiter.de,Nordrhein-Westfalen,Aachen,02408/5994170,,Aachener Montessori Forum (aachener-montessori-forum.de),Kath. Kita (Kornelimünster)
Montessori Kinderhaus Klatschmohn,familienzentrum@kinderhaus-klatschmohn.de,Nordrhein-Westfalen,Würselen,02405/474726,http://www.kinderhaus-klatschmohn.de,Aachener Montessori Forum (aachener-montessori-forum.de),Kita + Familienzentrum
Montessori Kinderhaus Regenbogen,info@montessori-stolberg.de,Nordrhein-Westfalen,Stolberg,02402/864539,http://www.montessori-stolberg.de,Aachener Montessori Forum (aachener-montessori-forum.de),Elternverein
Inklusive Kita Mirabilis (Lebenshilfe Aachen),kita-mirabilis@lebenshilfe-aachen.de,Nordrhein-Westfalen,Aachen,0241/563601,http://www.lebenshilfe-aachen.de,Aachener Montessori Forum (aachener-montessori-forum.de),Kita + Familienzentrum
Inklusive Kita Elise (Lebenshilfe Aachen),elise@lebenshilfe.de,Nordrhein-Westfalen,Aachen,0241/5188630,http://www.lebenshilfe-aachen.de,Aachener Montessori Forum (aachener-montessori-forum.de),Kita + Familienzentrum
Vincerola Internationaler Montessorikindergarten,info@vincerola.de,Nordrhein-Westfalen,Aachen,0241/99039199,http://www.vincerola.de,Aachener Montessori Forum (aachener-montessori-forum.de),bilingual
Städtische Montessori-Grundschule Eilendorf,mont-gs.eilendorf@mail.aachen.de,Nordrhein-Westfalen,Aachen,0241/958115,http://www.montessori-gs-eilendorf.de,Aachener Montessori Forum (aachener-montessori-forum.de),Grundschule
Städtische Montessori-Grundschule Mataréstraße,info@montessorischule-matarestrasse.de,Nordrhein-Westfalen,Aachen,0241/572804,http://www.montessorischule-matarestrasse.de,Aachener Montessori Forum (aachener-montessori-forum.de),Grundschule
AIS Vincerola Montessori School,info@vincerola.de,Nordrhein-Westfalen,Aachen,0241/99039199,http://www.vincerola-school.de,Aachener Montessori Forum (aachener-montessori-forum.de),bilinguale GS im Aufbau
Freie Schule Eifel,info@freie-schule-eifel.de,Nordrhein-Westfalen,Heimbach,02446/8098582,http://www.freie-schule-eifel.de,Aachener Montessori Forum (aachener-montessori-forum.de),Montessoriarbeit im Aufbau
Maria Montessori Gesamtschule Aachen,info@mmge-ac.de,Nordrhein-Westfalen,Aachen,0241/474260,http://www.mmge-ac.de,Aachener Montessori Forum (aachener-montessori-forum.de),Gesamtschule Sek I+II
