org_name,country,city,website,email,facebook_url,instagram_url,followers_estimate,social_strength,org_type,schools_reached_estimate,montessori_related,dup_of_master,notes,source_file,montessori_fit,fit_reason
Trust for Learning,USA,(distributed - funder collaborative),https://trustforlearning.org/,,,,"not captured this sweep - funder, not public-facing brand",2,foundation,backs the Montessori Leaders Collaborative (MLC) - a coalition of national Montessori orgs,partial,no,Philanthropic collaborative (10+ partner funders) expanding whole-child/Montessori access for historically underserved US children; started the Montessori Teacher Licensure Initiative,underpriv-global-networks-jul12.csv,PARTIAL,"Larger org with a real, documented Montessori component — Philanthropic collaborative (10+ partner funders) expanding whole-child/Montessori access for historically…"
Montessori on Wheels (Rungano Montessori on Wheels),USA,Boulder CO (also active Kenya + Zimbabwe),https://www.montessorionwheels.org/,,https://www.facebook.com/MontessoriZimbabwe/,,not captured this sweep - small/niche,2,ngo_program,mobile Montessori learning incubator for Black/Indigenous/POC communities; also Kenya + Zimbabwe initiatives,yes,yes,"Known contact: Tatenda Blessing Muchiriri, first partner minted in the Jul-8 Partner Program mint tool (agent_id fef4ed1c-...). Re-listed here as it is exactly the multiplier-org type this sweep targets.",underpriv-global-networks-jul12.csv,MONTESSORI,"Runs/is an explicit Montessori-method program — Known contact: Tatenda Blessing Muchiriri, first partner minted in the Jul-8 Partner Program mint tool…"
Osu Children's Home,Ghana,Accra (Labone),https://osuchildrenshome.gov.gh/,,https://www.facebook.com/osuchildrenshome/,,FB ~486 likes (+ separate 333-like page),1,single_school,,no,no,Government-run residential children's home dating to 1949; care + protection + education for orphaned/vulnerable children; small social footprint,underpriv-africa-me-jul12.csv,NOT,No Montessori affiliation; runs its own model — Government-run residential children's home dating to 1949; care + protection + education for…
Retrak Ethiopia,Ethiopia,Addis Ababa,https://betterlives.org/2014/12/retrak-ethiopia/,,https://www.facebook.com/p/Retrak-Ethiopia-100069562422451/,,FB page found but near-inactive (~7 followers on a secondary page),1,ngo_program,,no,no,"Reaches 800+ homeless/street children in Addis Ababa with shelter, catch-up education, reunification and vocational training; parent org Retrak larger but Ethiopia page itself has weak social presence",underpriv-africa-me-jul12.csv,NOT,"No Montessori affiliation; runs its own model — Reaches 800+ homeless/street children in Addis Ababa with shelter, catch-up education, reunification and…"
Pakistan Montessori Association,Pakistan,Islamabad,pakistanmontessoriassociation.org,,,,,1,ngo_program,,yes,no,Runs Montessori Children's Villa for 100 children; states intent to open a school for the underprivileged pending funds,underpriv-asia-latam-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Runs Montessori Children's Villa for 100 children; states intent to open a school for the underprivileged…
Sumi Foundation,Sri Lanka,Colombo / Canada,sumi.ngo,,,,,1,ngo_program,,no,no,Provides free early childhood education + transport to remote-area preschools for underprivileged children,underpriv-asia-latam-jul12.csv,NOT,No Montessori affiliation; runs its own model — Provides free early childhood education + transport to remote-area preschools for underprivileged children
Beijing Western Sunshine Rural Development Foundation,China,"Beijing (HQ), rural China",,,,,,1,network,,no,no,"Runs Sunshine Kindergartens — micro-kindergarten model for rural areas lacking school facilities, est. 2006",underpriv-asia-latam-jul12.csv,NOT,"No Montessori affiliation; runs its own model — Runs Sunshine Kindergartens — micro-kindergarten model for rural areas lacking school facilities, est. 2006"
Rumah Montessori (Montessori Untuk Indonesia),Indonesia,"BSD, Tangerang Selatan",rumah-montessori.blogspot.com,montessori4everyone@gmail.com,,,,1,ngo_program,,yes,no,Affordable Montessori teacher-coaching (6-12mo) using cross-subsidization so select trainees train free,underpriv-asia-latam-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Affordable Montessori teacher-coaching (6-12mo) using cross-subsidization so select trainees train free
Corner of Hope Montessori (New Canaan & Kisima) / Montessori for Kenya,Kenya,Nakuru,https://cornerofhope-esf.org/,info@montessori-esf.org,,,Not re-researched this session,0,ngo_program,,yes,yes,"Flagship AMI/EsF IDP-camp initiative since 2010; ~1,500 children served; already logged in disadvantaged.csv",underpriv-africa-me-jul12.csv,MONTESSORI,"Runs/is an explicit Montessori-method program — Flagship AMI/EsF IDP-camp initiative since 2010; ~1,500 children served; already logged in disadvantaged.csv"
Footprints CBO Montessori Schools,Kenya,Samburu County (Kalepo/Kalama/Losesia/Sera),https://www.montessori-mggf.org/current-outstanding-grants/footprints-cbo,,,,Not re-researched this session,0,mobile,,yes,yes,Community-based org building mobile early-childhood Montessori schools for nomadic pastoralists; already logged in disadvantaged.csv,underpriv-africa-me-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Community-based org building mobile early-childhood Montessori schools for nomadic pastoralists; already…
Nomadic Samburu Montessori Schools (EsF),Kenya,Samburu / Namunyak Conservancy,https://montessori-esf.org/project/samburu,info@montessori-esf.org,,,Not re-researched this session,0,mobile,,yes,yes,Transferable Montessori schools for nomadic Samburu communities since 2018; already logged in disadvantaged.csv (adjacent to SARARA above),underpriv-africa-me-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Transferable Montessori schools for nomadic Samburu communities since 2018; already logged in…
East Pokot Montessori Teacher Training Initiative (EsF),Kenya,East Pokot district,https://montessori-esf.org/project/east-pokot,info@montessori-esf.org,,,Not re-researched this session,0,ngo_program,,yes,yes,Trains Pokot youth as certified Montessori teachers; ~250 children served across 5 environments; already logged in disadvantaged.csv,underpriv-africa-me-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Trains Pokot youth as certified Montessori teachers; ~250 children served across 5 environments; already…
Ikhaya Labantwana Montessori,South Africa,"Jonga Village, Coffee Bay, Eastern Cape",https://sustainablecoffeebay.org.za/home/our-work/early-childhood-development/ikhaya-labantwana-montessori/,ilm@sustainablecoffeebay.org.za,,,Not re-researched this session,0,single_school,,yes,yes,Rural Xhosa preschool run by Sustainable Coffee Bay NPO; already logged in disadvantaged.csv,underpriv-africa-me-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Rural Xhosa preschool run by Sustainable Coffee Bay NPO; already logged in disadvantaged.csv
Ncinci One's Montessori,South Africa,"Nqileni Village / Hole in the Wall, Eastern Cape",https://www.wildcoast.co.za/ncinci-ones-montessori,,,,Not re-researched this session,0,single_school,,yes,yes,"Rural NPO Montessori preschool, sister project of Ikhaya Labantwana; already logged in disadvantaged.csv",underpriv-africa-me-jul12.csv,MONTESSORI,"Runs/is an explicit Montessori-method program — Rural NPO Montessori preschool, sister project of Ikhaya Labantwana; already logged in disadvantaged.csv"
Zama Montessori Centre,South Africa,"Benoni, Gauteng",https://samontessori.org.za/zama-montessori-centre/,zamamont@webmail.co.za,,,Not re-researched this session,0,single_school,,yes,yes,"Township-serving Montessori school ages 3-12, many free places for orphans; already logged in disadvantaged.csv",underpriv-africa-me-jul12.csv,MONTESSORI,"Runs/is an explicit Montessori-method program — Township-serving Montessori school ages 3-12, many free places for orphans; already logged in…"
Indaba Institute (CoRE South Africa),South Africa,"Stellenbosch / Kayamandi, Western Cape",https://indabainstitute.org/,admin@indabainstitute.org,,,Not re-researched this session,0,ngo_program,,yes,yes,AMI training centre running EsF Community Rooted Education in Kayamandi township; already logged in disadvantaged.csv,underpriv-africa-me-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — AMI training centre running EsF Community Rooted Education in Kayamandi township; already logged in…
The Love Trust - Nokuphila School & ECD Teacher Academy,South Africa,"Tembisa, Gauteng",https://www.lovetrust.co.za/,info@lovetrust.co.za,,,Not re-researched this session,0,single_school,,partial,yes,"Donor-funded township school + ECD teacher academy, Montessori-inspired curriculum; already logged in disadvantaged.csv",underpriv-africa-me-jul12.csv,PARTIAL,"Larger org with a real, documented Montessori component — Donor-funded township school + ECD teacher academy, Montessori-inspired curriculum; already logged in…"
Olive Branch Montessori Academy (TOBFC),Tanzania,"Chimala, Mbeya Region",https://www.theolivebranchforchildren.org/child-and-youth-care/montessori-academy,TOBFCmontessori@gmail.com,,,Not re-researched this session,0,single_school,,yes,yes,Established 2016 for vulnerable-background children; already logged in disadvantaged.csv,underpriv-africa-me-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Established 2016 for vulnerable-background children; already logged in disadvantaged.csv
St. Joseph Montessori School (Ndirima-Litembo),Tanzania,"Ndirima-Litembo, Ruvuma Region",https://www.vlalgf.org/initiatives/st-josephs-montessori-school,,,,Not re-researched this session,0,single_school,,yes,yes,Rural farming-community school (~60 children); already logged in disadvantaged.csv,underpriv-africa-me-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Rural farming-community school (~60 children); already logged in disadvantaged.csv
St. Joseph Montessori School (Likwakwanda),Malawi,"Likwakwanda, Thyolo District",https://www.montessori-mggf.org/current-outstanding-grants/warm-heart-ministriesthe-st-joseph-montessori-school,,,,Not re-researched this session,0,single_school,,yes,yes,"~60 students ages 3-5, part of a larger vocational/high-school centre; already logged in disadvantaged.csv",underpriv-africa-me-jul12.csv,MONTESSORI,"Runs/is an explicit Montessori-method program — ~60 students ages 3-5, part of a larger vocational/high-school centre; already logged in disadvantaged.csv"
AIMPO Community Montessori Preschool,Rwanda,Kigali (Gasabo),https://aimpo.org/,,,,Not re-researched this session,0,single_school,,yes,yes,Grassroots org (est. 2001) serving Batwa/Historically Marginalised People; already logged in disadvantaged.csv,underpriv-africa-me-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Grassroots org (est. 2001) serving Batwa/Historically Marginalised People; already logged in disadvantaged.csv
Lilima Montessori High School,Eswatini,Mbabane,https://www.lilima.org/,lilimamontessori@gmail.com,,,Not re-researched this session,0,single_school,,yes,yes,"Non-profit Montessori IB World high school, donor-funded; already logged in disadvantaged.csv",underpriv-africa-me-jul12.csv,MONTESSORI,"Runs/is an explicit Montessori-method program — Non-profit Montessori IB World high school, donor-funded; already logged in disadvantaged.csv"
Vusumnotfo,Eswatini,"Piggs Peak, Hhohho",https://vusumnotfo.org/,,,,Not re-researched this session,0,ngo_program,,partial,yes,Longstanding rural community-development NGO (est. 1984) with early-childhood programs; Montessori depth unconfirmed; already logged in disadvantaged.csv,underpriv-africa-me-jul12.csv,PARTIAL,"Larger org with a real, documented Montessori component — Longstanding rural community-development NGO (est. 1984) with early-childhood programs; Montessori depth…"
Sekoly Kintana (Trilingual Montessori School),Madagascar,"Tolagnaro (Taolagnaro), Anosy",https://sekolykintana.org/,,,,Not re-researched this session,0,single_school,,yes,yes,"Founded 2024, honors Malagasy identity; already logged in disadvantaged.csv",underpriv-africa-me-jul12.csv,MONTESSORI,"Runs/is an explicit Montessori-method program — Founded 2024, honors Malagasy identity; already logged in disadvantaged.csv"
TESMA (Trilingual Elementary Montessori School of Madagascar),Madagascar,"Tolagnaro area, Anosy",https://www.montessori-mggf.org/current-outstanding-grants/tesma-trilingual-elementary-montessori-school-of-madagascar-2025,,,,Not re-researched this session,0,single_school,,yes,yes,Elementary sister-initiative to Sekoly Kintana; already logged in disadvantaged.csv,underpriv-africa-me-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Elementary sister-initiative to Sekoly Kintana; already logged in disadvantaged.csv
Association Maria Montessori de Cote d'Ivoire (AMMCI),Cote d'Ivoire,Abidjan,https://association-montessori-cotedivoire.com/,,,,Not re-researched this session,0,ngo_program,,yes,yes,AMI-affiliated society; MGGF-funded furnishings/materials/teacher training for under-resourced classrooms + AMI 0-3 Diploma in French; already logged in disadvantaged.csv,underpriv-africa-me-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — AMI-affiliated society; MGGF-funded furnishings/materials/teacher training for under-resourced classrooms +…
Montessori Foundation Ghana,Ghana,Accra (Labone),https://montessorifoundationghana.org/,,,,Not re-researched this session,0,ngo_program,,yes,yes,Non-profit of Montessori practitioners supporting schools/guides/families; already logged in disadvantaged.csv,underpriv-africa-me-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Non-profit of Montessori practitioners supporting schools/guides/families; already logged in disadvantaged.csv
Foundation for Montessori Education in Nigeria (FMEN),Nigeria,"Lekki Phase 1, Lagos",http://fmen.org.ng/,,,,Not re-researched this session,0,ngo_program,,yes,yes,AMI-affiliated Incorporated Trustee promoting Montessori integration across Nigeria; already logged in disadvantaged.csv,underpriv-africa-me-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — AMI-affiliated Incorporated Trustee promoting Montessori integration across Nigeria; already logged in…
Montessori for Lebanon,Lebanon,Nationwide (volunteer-led),,,,,Not re-researched this session,0,ngo_program,,yes,yes,5-year volunteer-led effort training Montessori teachers via AMI 3-6 Diploma for underserved aspiring educators; already logged in disadvantaged.csv,underpriv-africa-me-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — 5-year volunteer-led effort training Montessori teachers via AMI 3-6 Diploma for underserved aspiring…
Montessori Forest,Israel,Mikveh Israel campus,,,,,Not re-researched this session,0,single_school,,yes,yes,Elementary program on historic Mikveh Israel agricultural campus for children who struggled in traditional classrooms; already logged in disadvantaged.csv,underpriv-africa-me-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Elementary program on historic Mikveh Israel agricultural campus for children who struggled in traditional…
Pulse of Life Kindergarten,Syria,Dara'a,,,,,Not re-researched this session,0,single_school,,partial,yes,"Serves 76 displaced/war-affected children ages 5-12, educators are former refugees; Montessori training funded by MGGF; already logged in disadvantaged.csv",underpriv-africa-me-jul12.csv,PARTIAL,"Larger org with a real, documented Montessori component — Serves 76 displaced/war-affected children ages 5-12, educators are former refugees; Montessori training…"
Minimuthu Montessori (ICA Sri Lanka),Sri Lanka,"Morogollagama, Kurunegala District",,,,,0,0,single_school,,yes,no,"Only Montessori preschool in this remote dry-zone village; ~1,500 graduates since 1996, funded by ICA Japan/Zonta",underpriv-asia-latam-jul12.csv,MONTESSORI,"Runs/is an explicit Montessori-method program — Only Montessori preschool in this remote dry-zone village; ~1,500 graduates since 1996, funded by ICA…"
My Cosmic Montessori,Malaysia,Puchong HQ + Orang Asli kampung branches,mycosmicmontessori.com,,,,,0,network,,yes,no,Private Montessori network with dedicated branches sited directly in Orang Asli villages,underpriv-asia-latam-jul12.csv,MONTESSORI,Runs/is an explicit Montessori-method program — Private Montessori network with dedicated branches sited directly in Orang Asli villages
